genome,kingdom,phylum,class,genus,species
Salmonella_enterica_serovar_Schwarzengrund_CVM19633_uid58915,Bacteria,Proteobacteria,Gammaproteobacteria,Salmonella,Salmonella_enterica
Salmonella_enterica_serovar_Typhi_CT18_uid57793,Bacteria,Proteobacteria,Gammaproteobacteria,Salmonella,Salmonella_enterica
Salmonella_enterica_serovar_Typhimurium_LT2_uid57799,Bacteria,Proteobacteria,Gammaproteobacteria,Salmonella,Salmonella_enterica
Salmonella_enterica_serovar_Typhi_Ty2_uid57973,Bacteria,Proteobacteria,Gammaproteobacteria,Salmonella,Salmonella_enterica
Sanguibacter_keddieii_DSM_10542_uid40845,Bacteria,Actinobacteria,Actinobacteria,Sanguibacter,Sanguibacter_keddieii
Sebaldella_termitidis_ATCC_33386_uid41865,Bacteria,Fusobacteria,Fusobacteriia,Sebaldella,Sebaldella_termitidis
Segniliparus_rotundus_DSM_44985_uid49049,Bacteria,Actinobacteria,Actinobacteria,Segniliparus,Segniliparus_rotundus
Serratia_AS12_uid67315,Bacteria,Proteobacteria,Gammaproteobacteria,Serratia,Serratia_AS12
Serratia_plymuthica_AS9_uid67313,Bacteria,Proteobacteria,Gammaproteobacteria,Serratia,Serratia_plymuthica
Serratia_proteamaculans_568_uid58725,Bacteria,Proteobacteria,Gammaproteobacteria,Serratia,Serratia_proteamaculans
Shewanella_amazonensis_SB2B_uid58257,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_amazonensis
Shewanella_ANA_3_uid58347,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_ANA
Shewanella_baltica_OS155_uid58259,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_baltica
Shewanella_baltica_OS185_uid58743,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_baltica
Shewanella_baltica_OS195_uid58261,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_baltica
Shewanella_baltica_OS223_uid58775,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_baltica
Shewanella_denitrificans_OS217_uid58263,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_denitrificans
Shewanella_frigidimarina_NCIMB_400_uid58265,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_frigidimarina
Shewanella_halifaxensis_HAW_EB4_uid59007,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_halifaxensis
Shewanella_loihica_PV_4_uid58349,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_loihica
Shewanella_MR_4_uid58345,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_MR
Shewanella_MR_7_uid58343,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_MR
Shewanella_oneidensis_MR_1_uid57949,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_oneidensis
Shewanella_pealeana_ATCC_700345_uid58705,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_pealeana
Shewanella_piezotolerans_WP3_uid58745,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_piezotolerans
Shewanella_putrefaciens_CN_32_uid58267,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_putrefaciens
Shewanella_sediminis_HAW_EB3_uid58835,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_sediminis
Shewanella_violacea_DSS12_uid47085,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_violacea
Shewanella_W3_18_1_uid58341,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_W3
Shewanella_woodyi_ATCC_51908_uid58721,Bacteria,Proteobacteria,Gammaproteobacteria,Shewanella,Shewanella_woodyi
Shigella_boydii_CDC_3083_94_uid58415,Bacteria,Proteobacteria,Gammaproteobacteria,Shigella,Shigella_boydii
Shigella_boydii_Sb227_uid58215,Bacteria,Proteobacteria,Gammaproteobacteria,Shigella,Shigella_boydii
Shigella_dysenteriae_Sd197_uid58213,Bacteria,Proteobacteria,Gammaproteobacteria,Shigella,Shigella_dysenteriae
Shigella_flexneri_2a_2457T_uid57991,Bacteria,Proteobacteria,Gammaproteobacteria,Shigella,Shigella_flexneri
Shigella_flexneri_2a_301_uid62907,Bacteria,Proteobacteria,Gammaproteobacteria,Shigella,Shigella_flexneri
Shigella_flexneri_5_8401_uid58583,Bacteria,Proteobacteria,Gammaproteobacteria,Shigella,Shigella_flexneri
Shigella_sonnei_Ss046_uid58217,Bacteria,Proteobacteria,Gammaproteobacteria,Shigella,Shigella_sonnei
Sideroxydans_lithotrophicus_ES_1_uid46801,Bacteria,Proteobacteria,Betaproteobacteria,Sideroxydans,Sideroxydans_lithotrophicus
Simkania_negevensis_Z_uid68451,Bacteria,Chlamydiae,Chlamydiia,Simkania,Simkania_negevensis
Sinorhizobium_medicae_WSM419_uid58549,Bacteria,Proteobacteria,Alphaproteobacteria,Sinorhizobium,Sinorhizobium_medicae
Sinorhizobium_meliloti_1021_uid57603,Bacteria,Proteobacteria,Alphaproteobacteria,Sinorhizobium,Sinorhizobium_meliloti
Sinorhizobium_meliloti_AK83_uid52607,Bacteria,Proteobacteria,Alphaproteobacteria,Sinorhizobium,Sinorhizobium_meliloti
Slackia_heliotrinireducens_DSM_20476_uid59051,Bacteria,Actinobacteria,Actinobacteria,Slackia,Slackia_heliotrinireducens
Sodalis_glossinidius__morsitans__uid58553,Bacteria,Proteobacteria,Gammaproteobacteria,Sodalis,Sodalis_glossinidius
Sorangium_cellulosum__So_ce_56__uid61629,Bacteria,Proteobacteria,Deltaproteobacteria,Sorangium,Sorangium_cellulosum
Sphaerobacter_thermophilus_DSM_20745_uid41997,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacter,Sphaerobacter_thermophilus
Sphingobacterium_21_uid64755,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacterium,Sphingobacterium_21
Sphingobium_chlorophenolicum_L_1_uid52597,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingobium,Sphingobium_chlorophenolicum
Sphingobium_japonicum_UT26S_uid47077,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingobium,Sphingobium_japonicum
Sphingobium_SYK_6_uid73353,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingobium,Sphingobium_SYK
Sphingomonas_wittichii_RW1_uid58691,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonas,Sphingomonas_wittichii
Sphingopyxis_alaskensis_RB2256_uid58351,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingopyxis,Sphingopyxis_alaskensis
Spirochaeta_Buddy_uid63633,Bacteria,Spirochaetes,Spirochaetia,Spirochaeta,Spirochaeta_Buddy
Spirochaeta_caldaria_DSM_7334_uid68753,Bacteria,Spirochaetes,Spirochaetia,Spirochaeta,Spirochaeta_caldaria
Spirochaeta_coccoides_DSM_17374_uid66331,Bacteria,Spirochaetes,Spirochaetia,Spirochaeta,Spirochaeta_coccoides
Spirochaeta_smaragdinae_DSM_11293_uid51369,Bacteria,Spirochaetes,Spirochaetia,Spirochaeta,Spirochaeta_smaragdinae
Spirochaeta_thermophila_DSM_6192_uid53037,Bacteria,Spirochaetes,Spirochaetia,Spirochaeta,Spirochaeta_thermophila
Spirosoma_linguale_DSM_74_uid43413,Bacteria,Bacteroidetes,Cytophagia,Spirosoma,Spirosoma_linguale
Stackebrandtia_nassauensis_DSM_44728_uid46663,Bacteria,Actinobacteria,Actinobacteria,Stackebrandtia,Stackebrandtia_nassauensis
Staphylococcus_aureus_COL_uid57797,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_ED98_uid41455,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_JH1_uid58457,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_JH9_uid58455,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_MRSA252_uid57839,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_MSSA476_uid57841,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_Mu3_uid58817,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_Mu50_uid57835,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_MW2_uid57903,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_N315_uid57837,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_NCTC_8325_uid57795,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_Newman_uid58839,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_RF122_uid57661,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_USA300_FPR3757_uid58555,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_aureus_USA300_TCH1516_uid58925,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_aureus
Staphylococcus_carnosus_TM300_uid59401,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_carnosus
Staphylococcus_epidermidis_ATCC_12228_uid57861,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_epidermidis
Staphylococcus_epidermidis_RP62A_uid57663,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_epidermidis
Staphylococcus_haemolyticus_JCSC1435_uid62919,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_haemolyticus
Staphylococcus_lugdunensis_HKU09_01_uid46233,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_lugdunensis
Staphylococcus_pseudintermedius_HKU10_03_uid62125,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_pseudintermedius
Staphylococcus_saprophyticus_ATCC_15305_uid58411,Bacteria,Firmicutes,Bacilli,Staphylococcus,Staphylococcus_saprophyticus
Staphylothermus_hellenicus_DSM_12710_uid45893,Archaea,Crenarchaeota,Thermoprotei,Staphylothermus,Staphylothermus_hellenicus
Staphylothermus_marinus_F1_uid58719,Archaea,Crenarchaeota,Thermoprotei,Staphylothermus,Staphylothermus_marinus
Starkeya_novella_DSM_506_uid48815,Bacteria,Proteobacteria,Alphaproteobacteria,Starkeya,Starkeya_novella
Stenotrophomonas_maltophilia_JV3_uid72473,Bacteria,Proteobacteria,Gammaproteobacteria,Stenotrophomonas,Stenotrophomonas_maltophilia
Stenotrophomonas_maltophilia_K279a_uid61647,Bacteria,Proteobacteria,Gammaproteobacteria,Stenotrophomonas,Stenotrophomonas_maltophilia
Stenotrophomonas_maltophilia_R551_3_uid58657,Bacteria,Proteobacteria,Gammaproteobacteria,Stenotrophomonas,Stenotrophomonas_maltophilia
Streptobacillus_moniliformis_DSM_12112_uid41863,Bacteria,Fusobacteria,Fusobacteriia,Streptobacillus,Streptobacillus_moniliformis
Streptococcus_agalactiae_2603V_R_uid57943,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_agalactiae
Streptococcus_agalactiae_A909_uid57935,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_agalactiae
Streptococcus_agalactiae_NEM316_uid61585,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_agalactiae
Streptococcus_dysgalactiae_equisimilis_GGS_124_uid59103,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_dysgalactiae
Streptococcus_equi_4047_uid59259,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_equi
Streptococcus_equi_zooepidemicus_MGCS10565_uid59263,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_equi
Streptococcus_equi_zooepidemicus_uid59261,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_equi
Streptococcus_gallolyticus_ATCC_BAA_2069_uid63617,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_gallolyticus
Streptococcus_gallolyticus_UCN34_uid46061,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_gallolyticus
Streptococcus_gordonii_Challis_substr__CH1_uid57667,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_gordonii
Streptococcus_mitis_B6_uid46097,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_mitis
Streptococcus_mutans_NN2025_uid46353,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_mutans
Streptococcus_mutans_UA159_uid57947,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_mutans
Streptococcus_oralis_Uo5_uid65449,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_oralis
Streptococcus_parasanguinis_ATCC_15912_uid49313,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_parasanguinis
Streptococcus_parauberis_KCTC_11537_uid67355,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_parauberis
Streptococcus_pasteurianus_ATCC_43144_uid68019,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pasteurianus
Streptococcus_pneumoniae_670_6B_uid52533,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_70585_uid59125,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_AP200_uid52453,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_ATCC_700669_uid59287,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_CGSP14_uid59181,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_D39_uid58581,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_G54_uid59167,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_Hungary19A_6_uid59117,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_JJA_uid59121,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_P1031_uid59123,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_R6_uid57859,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_Taiwan19F_14_uid59119,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_TCH8431_19A_uid49735,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pneumoniae_TIGR4_uid57857,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pneumoniae
Streptococcus_pseudopneumoniae_IS7493_uid71153,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pseudopneumoniae
Streptococcus_pyogenes_M1_GAS_uid57845,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_Manfredo_uid57847,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_MGAS10270_uid58571,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_MGAS10394_uid58105,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_MGAS10750_uid58575,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_MGAS2096_uid58573,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_MGAS315_uid57911,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_MGAS5005_uid58337,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_MGAS6180_uid58335,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_MGAS8232_uid57871,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_MGAS9429_uid58569,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_NZ131_uid59035,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_pyogenes_SSI_1_uid57895,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_pyogenes
Streptococcus_salivarius_CCHSS3_uid70481,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_salivarius
Streptococcus_sanguinis_SK36_uid58381,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_sanguinis
Streptococcus_suis_05ZYH33_uid58663,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_suis
Streptococcus_suis_98HAH33_uid58665,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_suis
Streptococcus_suis_BM407_uid59321,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_suis
Streptococcus_suis_P1_7_uid32235,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_suis
Streptococcus_suis_SC84_uid59323,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_suis
Streptococcus_suis_ST3_uid66327,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_suis
Streptococcus_thermophilus_CNRZ1066_uid58221,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_thermophilus
Streptococcus_thermophilus_LMD_9_uid58327,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_thermophilus
Streptococcus_thermophilus_LMG_18311_uid58219,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_thermophilus
Streptococcus_uberis_0140J_uid57959,Bacteria,Firmicutes,Bacilli,Streptococcus,Streptococcus_uberis
Streptomyces_avermitilis_MA_4680_uid57739,Bacteria,Actinobacteria,Actinobacteria,Streptomyces,Streptomyces_avermitilis
Streptomyces_cattleya_NRRL_8057_uid77117,Bacteria,Actinobacteria,Actinobacteria,Streptomyces,Streptomyces_cattleya
Streptomyces_coelicolor_A3_2__uid57801,Bacteria,Actinobacteria,ActinobacteriStreptomyces,Streptomyces_coelicolor,Actinobacteria
Streptomyces_flavogriseus_ATCC_33331_uid40839,Bacteria,Actinobacteria,Actinobacteria,Streptomyces,Streptomyces_flavogriseus
Streptomyces_griseus_NBRC_13350_uid58983,Bacteria,Actinobacteria,Actinobacteria,Streptomyces,Streptomyces_griseus
Streptomyces_scabiei_87_22_uid46531,Bacteria,Actinobacteria,Actinobacteria,Streptomyces,Streptomyces_scabiei
Streptomyces_SirexAA_E_uid72627,Bacteria,Actinobacteria,Actinobacteria,Streptomyces,Streptomyces_SirexAA
Streptomyces_violaceusniger_Tu_4113_uid52609,Bacteria,Actinobacteria,Actinobacteria,Streptomyces,Streptomyces_violaceusniger
Streptosporangium_roseum_DSM_43021_uid42521,Bacteria,Actinobacteria,Actinobacteria,Streptosporangium,Streptosporangium_roseum
Sulfobacillus_acidophilus_TPY_uid68841,Bacteria,Firmicutes,Clostridia,Sulfobacillus,Sulfobacillus_acidophilus
Sulfolobus_acidocaldarius_DSM_639_uid58379,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_acidocaldarius
Sulfolobus_islandicus_L_D_8_5_uid43679,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_islandicus
Sulfolobus_islandicus_L_S_2_15_uid58871,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_islandicus
Sulfolobus_islandicus_M_14_25_uid58849,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_islandicus
Sulfolobus_islandicus_M_16_27_uid58851,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_islandicus
Sulfolobus_islandicus_M_16_4_uid58841,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_islandicus
Sulfolobus_islandicus_Y_G_57_14_uid58923,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_islandicus
Sulfolobus_islandicus_Y_N_15_51_uid58825,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_islandicus
Sulfolobus_solfataricus_P2_uid57721,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_solfataricus
Sulfolobus_tokodaii_7_uid57807,Archaea,Crenarchaeota,Thermoprotei,Sulfolobus,Sulfolobus_tokodaii
Sulfuricurvum_kujiense_DSM_16994_uid60789,Bacteria,Proteobacteria,Epsilonproteobacteria,Sulfuricurvum,Sulfuricurvum_kujiense
Sulfurihydrogenibium_azorense_Az_Fu1_uid58121,Bacteria,Aquificae,Aquificae,Sulfurihydrogenibium,Sulfurihydrogenibium_azorense
Sulfurihydrogenibium_YO3AOP1_uid58855,Bacteria,Aquificae,Aquificae,Sulfurihydrogenibium,Sulfurihydrogenibium_YO3AOP1
Sulfurimonas_autotrophica_DSM_16294_uid53043,Bacteria,Proteobacteria,Epsilonproteobacteria,Sulfurimonas,Sulfurimonas_autotrophica
Sulfurimonas_denitrificans_DSM_1251_uid58185,Bacteria,Proteobacteria,Epsilonproteobacteria,Sulfurimonas,Sulfurimonas_denitrificans
Sulfurospirillum_deleyianum_DSM_6946_uid41861,Bacteria,Proteobacteria,Epsilonproteobacteria,Sulfurospirillum,Sulfurospirillum_deleyianum
Sulfurovum_NBC37_1_uid58863,Bacteria,Proteobacteria,Epsilonproteobacteria,Sulfurovum,Sulfurovum_NBC37
Symbiobacterium_thermophilum_IAM_14863_uid58165,Bacteria,Firmicutes,Clostridia,Symbiobacterium,Symbiobacterium_thermophilum
Synechococcus_CC9311_uid58123,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_CC9311
Synechococcus_CC9605_uid58319,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_CC9605
Synechococcus_CC9902_uid58323,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_CC9902
Synechococcus_elongatus_PCC_6301_uid58235,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_elongatus
Synechococcus_elongatus_PCC_7942_uid58045,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_elongatus
Synechococcus_JA_2_3B_a_2_13__uid58537,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_JA
Synechococcus_JA_3_3Ab_uid58535,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_JA
Synechococcus_PCC_7002_uid59137,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_PCC
Synechococcus_RCC307_uid61609,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_RCC307
Synechococcus_WH_7803_uid61607,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_WH
Synechococcus_WH_8102_uid61581,Bacteria,Cyanobacteria,-,Synechococcus,Synechococcus_WH
Synechocystis_PCC_6803_uid57659,Bacteria,Cyanobacteria,-,Synechocystis,Synechocystis_PCC
Syntrophobacter_fumaroxidans_MPOB_uid58177,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacter,Syntrophobacter_fumaroxidans
Syntrophobotulus_glycolicus_DSM_8271_uid63343,Bacteria,Firmicutes,Clostridia,Syntrophobotulus,Syntrophobotulus_glycolicus
Syntrophomonas_wolfei_Goettingen_uid58179,Bacteria,Firmicutes,Clostridia,Syntrophomonas,Syntrophomonas_wolfei
Syntrophothermus_lipocalidus_DSM_12680_uid49527,Bacteria,Firmicutes,Clostridia,Syntrophothermus,Syntrophothermus_lipocalidus
Syntrophus_aciditrophicus_SB_uid58539,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophus,Syntrophus_aciditrophicus
Taylorella_asinigenitalis_MCE3_uid73771,Bacteria,Proteobacteria,Betaproteobacteria,Taylorella,Taylorella_asinigenitalis
Taylorella_equigenitalis_MCE9_uid62103,Bacteria,Proteobacteria,Betaproteobacteria,Taylorella,Taylorella_equigenitalis
Tepidanaerobacter_Re1_uid66873,Bacteria,Firmicutes,Clostridia,Tepidanaerobacter,Tepidanaerobacter_Re1
Teredinibacter_turnerae_T7901_uid59267,Bacteria,Proteobacteria,Gammaproteobacteria,Teredinibacter,Teredinibacter_turnerae
Terriglobus_saanensis_SP1PR4_uid53251,Bacteria,Acidobacteria,Acidobacteriia,Terriglobus,Terriglobus_saanensis
Tetragenococcus_halophilus_uid74441,Bacteria,Firmicutes,Bacilli,Tetragenococcus,Tetragenococcus_halophilus
Thauera_MZ1T_uid58987,Bacteria,Proteobacteria,Betaproteobacteria,Thauera,Thauera_MZ1T
Thermaerobacter_marianensis_DSM_12885_uid61727,Bacteria,Firmicutes,Clostridia,Thermaerobacter,Thermaerobacter_marianensis
Thermanaerovibrio_acidaminovorans_DSM_6589_uid41925,Bacteria,Synergistetes,Synergistia,Thermanaerovibrio,Thermanaerovibrio_acidaminovorans
Thermincola_potens_JR_uid48823,Bacteria,Firmicutes,Clostridia,Thermincola,Thermincola_potens
Thermoanaerobacter_brockii_finnii_Ako_1_uid55639,Bacteria,Firmicutes,Clostridia,Thermoanaerobacter,Thermoanaerobacter_brockii
Thermoanaerobacter_italicus_Ab9_uid46241,Bacteria,Firmicutes,Clostridia,Thermoanaerobacter,Thermoanaerobacter_italicus
Thermoanaerobacterium_thermosaccharolyticum_DSM_571_uid51639,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterium,Thermoanaerobacterium_thermosaccharolyticum
Thermoanaerobacterium_xylanolyticum_LX_11_uid63163,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterium,Thermoanaerobacterium_xylanolyticum
Thermoanaerobacter_mathranii_A3_uid49481,Bacteria,Firmicutes,Clostridia,Thermoanaerobacter,Thermoanaerobacter_mathranii
Thermoanaerobacter_pseudethanolicus_ATCC_33223_uid58339,Bacteria,Firmicutes,Clostridia,Thermoanaerobacter,Thermoanaerobacter_pseudethanolicus
Thermoanaerobacter_tengcongensis_MB4_uid57813,Bacteria,Firmicutes,Clostridia,Thermoanaerobacter,Thermoanaerobacter_tengcongensis
Thermoanaerobacter_wiegelii_Rt8_B1_uid52581,Bacteria,Firmicutes,Clostridia,Thermoanaerobacter,Thermoanaerobacter_wiegelii
Thermoanaerobacter_X513_uid53065,Bacteria,Firmicutes,Clostridia,Thermoanaerobacter,Thermoanaerobacter_X513
Thermoanaerobacter_X514_uid58589,Bacteria,Firmicutes,Clostridia,Thermoanaerobacter,Thermoanaerobacter_X514
Thermobaculum_terrenum_ATCC_BAA_798_uid42011,Bacteria,-,-,Thermobaculum,Thermobaculum_terrenum
Thermobifida_fusca_YX_uid57703,Bacteria,Actinobacteria,Actinobacteria,Thermobifida,Thermobifida_fusca
Thermobispora_bispora_DSM_43833_uid48999,Bacteria,Actinobacteria,Actinobacteria,Thermobispora,Thermobispora_bispora
Thermococcus_4557_uid70841,Archaea,Euryarchaeota,Thermococci,Thermococcus,Thermococcus_4557
Thermococcus_AM4_uid54735,Archaea,Euryarchaeota,Thermococci,Thermococcus,Thermococcus_AM4
