genome,kingdom,phylum,class,genus,species
Escherichia_coli_O103_H2_12009_uid41013,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_O111_H__11128_uid41023,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_O127_H6_E2348_69_uid59343,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_O157_H7_EC4115_uid59091,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_O157_H7_EDL933_uid57831,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_O157_H7_Sakai_uid57781,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_O157_H7_TW14359_uid59235,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_O26_H11_11368_uid41021,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_O55_H7_CB9615_uid46655,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_S88_uid62979,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_SE11_uid59425,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_SMS_3_5_uid58919,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_UMN026_uid62981,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_coli_UTI89_uid58541,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_coli
Escherichia_fergusonii_ATCC_35469_uid59375,Bacteria,Proteobacteria,Gammaproteobacteria,Escherichia,Escherichia_fergusonii
Ethanoligenens_harbinense_YUAN_3_uid46255,Bacteria,Firmicutes,Clostridia,Ethanoligenens,Ethanoligenens_harbinense
Eubacterium_eligens_ATCC_27750_uid59171,Bacteria,Firmicutes,Clostridia,Eubacterium,Eubacterium_eligens
Eubacterium_limosum_KIST612_uid59777,Bacteria,Firmicutes,Clostridia,Eubacterium,Eubacterium_limosum
Eubacterium_rectale_ATCC_33656_uid59169,Bacteria,Firmicutes,Clostridia,Eubacterium,Eubacterium_rectale
Exiguobacterium_AT1b_uid59093,Bacteria,Firmicutes,Bacilli,Exiguobacterium,Exiguobacterium_AT1b
Exiguobacterium_sibiricum_255_15_uid58053,Bacteria,Firmicutes,Bacilli,Exiguobacterium,Exiguobacterium_sibiricum
Ferrimonas_balearica_DSM_9799_uid53371,Bacteria,Proteobacteria,Gammaproteobacteria,Ferrimonas,Ferrimonas_balearica
Ferroglobus_placidus_DSM_10642_uid40863,Archaea,Euryarchaeota,Archaeoglobi,Ferroglobus,Ferroglobus_placidus
Fervidobacterium_nodosum_Rt17_B1_uid58625,Bacteria,Thermotogae,Thermotogae,Fervidobacterium,Fervidobacterium_nodosum
Fibrobacter_succinogenes_S85_uid41169,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacter,Fibrobacter_succinogenes
Finegoldia_magna_ATCC_29328_uid58867,Bacteria,Firmicutes,Clostridia,Finegoldia,Finegoldia_magna
Flavobacteriaceae_bacterium_3519_10_uid59413,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriaceae,Flavobacteriaceae_bacterium
Flavobacteriales_bacterium_HTCC2170_uid51877,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriales_bacterium
Flavobacterium_branchiophilum_FL_15_uid73421,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacterium,Flavobacterium_branchiophilum
Flavobacterium_johnsoniae_UW101_uid58493,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacterium,Flavobacterium_johnsoniae
Flavobacterium_psychrophilum_JIP02_86_uid61627,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacterium,Flavobacterium_psychrophilum
Flexistipes_sinusarabici_DSM_4947_uid68147,Bacteria,Deferribacteres,Deferribacteres,Flexistipes,Flexistipes_sinusarabici
Fluviicola_taffensis_DSM_16823_uid65271,Bacteria,Bacteroidetes,Flavobacteriia,Fluviicola,Fluviicola_taffensis
Francisella_novicida_U112_uid58499,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_novicida
Francisella_philomiragia_ATCC_25017_uid59105,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_philomiragia
Francisella_tularensis_FSC198_uid58693,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_tularensis
Francisella_tularensis_holarctica_FTNF002_00_uid58999,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_tularensis
Francisella_tularensis_holarctica_LVS_uid58595,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_tularensis
Francisella_tularensis_holarctica_OSU18_uid58687,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_tularensis
Francisella_tularensis_mediasiatica_FSC147_uid58939,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_tularensis
Francisella_tularensis_SCHU_S4_uid57589,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_tularensis
Francisella_tularensis_WY96_3418_uid58811,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_tularensis
Francisella_TX077308_uid68321,Bacteria,Proteobacteria,Gammaproteobacteria,Francisella,Francisella_TX077308
Frankia_alni_ACN14a_uid58695,Bacteria,Actinobacteria,Actinobacteria,Frankia,Frankia_alni
Frankia_CcI3_uid58397,Bacteria,Actinobacteria,Actinobacteria,Frankia,Frankia_CcI3
Frankia_EAN1pec_uid58367,Bacteria,Actinobacteria,Actinobacteria,Frankia,Frankia_EAN1pec
Frankia_EuI1c_uid42615,Bacteria,Actinobacteria,Actinobacteria,Frankia,Frankia_EuI1c
Frankia_symbiont_of_Datisca_glomerata_uid46257,Bacteria,Actinobacteria,Actinobacteria,Frankia,Frankia_symbiont
Fusobacterium_nucleatum_ATCC_25586_uid57885,Bacteria,Fusobacteria,Fusobacteriia,Fusobacterium,Fusobacterium_nucleatum
Gallibacterium_anatis_UMN179_uid66567,Bacteria,Proteobacteria,Gammaproteobacteria,Gallibacterium,Gallibacterium_anatis
Gallionella_capsiferriformans_ES_2_uid51505,Bacteria,Proteobacteria,Betaproteobacteria,Gallionella,Gallionella_capsiferriformans
gamma_proteobacterium_HdN1_uid51635,Bacteria,Proteobacteria,Gammaproteobacteria,gamma,gamma_proteobacterium
Gardnerella_vaginalis_409_05_uid43211,Bacteria,Actinobacteria,Actinobacteria,Gardnerella,Gardnerella_vaginalis
Gardnerella_vaginalis_ATCC_14019_uid55487,Bacteria,Actinobacteria,Actinobacteria,Gardnerella,Gardnerella_vaginalis
Gemmatimonas_aurantiaca_T_27_uid58813,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonas,Gemmatimonas_aurantiaca
Geobacillus_C56_T3_uid49467,Bacteria,Firmicutes,Bacilli,Geobacillus,Geobacillus_C56
Geobacillus_kaustophilus_HTA426_uid58227,Bacteria,Firmicutes,Bacilli,Geobacillus,Geobacillus_kaustophilus
Geobacillus_thermodenitrificans_NG80_2_uid58829,Bacteria,Firmicutes,Bacilli,Geobacillus,Geobacillus_thermodenitrificans
Geobacillus_thermoglucosidasius_C56_YS93_uid48129,Bacteria,Firmicutes,Bacilli,Geobacillus,Geobacillus_thermoglucosidasius
Geobacillus_WCH70_uid59045,Bacteria,Firmicutes,Bacilli,Geobacillus,Geobacillus_WCH70
Geobacillus_Y412MC52_uid55381,Bacteria,Firmicutes,Bacilli,Geobacillus,Geobacillus_Y412MC52
Geobacillus_Y412MC61_uid41171,Bacteria,Firmicutes,Bacilli,Geobacillus,Geobacillus_Y412MC61
Geobacillus_Y4_1MC1_uid55779,Bacteria,Firmicutes,Bacilli,Geobacillus,Geobacillus_Y4
Geobacter_bemidjiensis_Bem_uid58749,Bacteria,Proteobacteria,Deltaproteobacteria,Geobacter,Geobacter_bemidjiensis
Geobacter_FRC_32_uid58543,Bacteria,Proteobacteria,Deltaproteobacteria,Geobacter,Geobacter_FRC
Geobacter_lovleyi_SZ_uid58713,Bacteria,Proteobacteria,Deltaproteobacteria,Geobacter,Geobacter_lovleyi
Geobacter_M18_uid55771,Bacteria,Proteobacteria,Deltaproteobacteria,Geobacter,Geobacter_M18
Geobacter_M21_uid59037,Bacteria,Proteobacteria,Deltaproteobacteria,Geobacter,Geobacter_M21
Geobacter_sulfurreducens_PCA_uid57743,Bacteria,Proteobacteria,Deltaproteobacteria,Geobacter,Geobacter_sulfurreducens
Geobacter_uraniireducens_Rf4_uid58475,Bacteria,Proteobacteria,Deltaproteobacteria,Geobacter,Geobacter_uraniireducens
Geodermatophilus_obscurus_DSM_43160_uid43725,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilus,Geodermatophilus_obscurus
Glaciecola_4H_3_7_YE_5_uid66595,Bacteria,Proteobacteria,Gammaproteobacteria,Glaciecola,Glaciecola_4H
Glaciecola_nitratireducens_FR1064_uid73759,Bacteria,Proteobacteria,Gammaproteobacteria,Glaciecola,Glaciecola_nitratireducens
Gloeobacter_violaceus_PCC_7421_uid58011,Bacteria,Cyanobacteria,Gloeobacteria,Gloeobacter,Gloeobacter_violaceus
Gluconacetobacter_diazotrophicus_PAl_5_uid59075,Bacteria,Proteobacteria,Alphaproteobacteria,Gluconacetobacter,Gluconacetobacter_diazotrophicus
Gluconacetobacter_diazotrophicus_PAl_5_uid61587,Bacteria,Proteobacteria,Alphaproteobacteria,Gluconacetobacter,Gluconacetobacter_diazotrophicus
Gluconacetobacter_xylinus_NBRC_3288_uid46523,Bacteria,Proteobacteria,Alphaproteobacteria,Gluconacetobacter,Gluconacetobacter_xylinus
Gluconobacter_oxydans_621H_uid58239,Bacteria,Proteobacteria,Alphaproteobacteria,Gluconobacter,Gluconobacter_oxydans
Gordonia_bronchialis_DSM_43247_uid41403,Bacteria,Actinobacteria,Actinobacteria,Gordonia,Gordonia_bronchialis
Gramella_forsetii_KT0803_uid58881,Bacteria,Bacteroidetes,Flavobacteriia,Gramella,Gramella_forsetii
Granulibacter_bethesdensis_CGDNIH1_uid58661,Bacteria,Proteobacteria,Alphaproteobacteria,Granulibacter,Granulibacter_bethesdensis
Haemophilus_ducreyi_35000HP_uid57625,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_ducreyi
Haemophilus_influenzae_86_028NP_uid58093,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_influenzae
Haemophilus_influenzae_F3031_uid62123,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_influenzae
Haemophilus_influenzae_F3047_uid62097,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_influenzae
Haemophilus_influenzae_PittEE_uid58591,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_influenzae
Haemophilus_influenzae_PittGG_uid58593,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_influenzae
Haemophilus_influenzae_Rd_KW20_uid57771,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_influenzae
Haemophilus_parainfluenzae_T3T1_uid72801,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_parainfluenzae
Haemophilus_parasuis_SH0165_uid59273,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_parasuis
Haemophilus_somnus_129PT_uid57929,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_somnus
Haemophilus_somnus_2336_uid57979,Bacteria,Proteobacteria,Gammaproteobacteria,Haemophilus,Haemophilus_somnus
Hahella_chejuensis_KCTC_2396_uid58483,Bacteria,Proteobacteria,Gammaproteobacteria,Hahella,Hahella_chejuensis
Halalkalicoccus_jeotgali_B3_uid50305,Archaea,Euryarchaeota,Halobacteria,Halalkalicoccus,Halalkalicoccus_jeotgali
Halanaerobium_hydrogeniformans_uid60191,Bacteria,Firmicutes,Clostridia,Halanaerobium,Halanaerobium_hydrogeniformans
Haliangium_ochraceum_DSM_14365_uid41425,Bacteria,Proteobacteria,Deltaproteobacteria,Haliangium,Haliangium_ochraceum
Haliscomenobacter_hydrossis_DSM_1100_uid66777,Bacteria,Bacteroidetes,Sphingobacteriia,Haliscomenobacter,Haliscomenobacter_hydrossis
Haloarcula_hispanica_ATCC_33960_uid72475,Archaea,Euryarchaeota,Halobacteria,Haloarcula,Haloarcula_hispanica
Haloarcula_marismortui_ATCC_43049_uid57719,Archaea,Euryarchaeota,Halobacteria,Haloarcula,Haloarcula_marismortui
Halobacterium_NRC_1_uid57769,Archaea,Euryarchaeota,Halobacteria,Halobacterium,Halobacterium_NRC
Halobacterium_salinarum_R1_uid61571,Archaea,Euryarchaeota,Halobacteria,Halobacterium,Halobacterium_salinarum
Haloferax_volcanii_DS2_uid46845,Archaea,Euryarchaeota,Halobacteria,Haloferax,Haloferax_volcanii
Halogeometricum_borinquense_DSM_11551_uid54919,Archaea,Euryarchaeota,Halobacteria,Halogeometricum,Halogeometricum_borinquense
Halomicrobium_mukohataei_DSM_12286_uid59107,Archaea,Euryarchaeota,Halobacteria,Halomicrobium,Halomicrobium_mukohataei
Halomonas_elongata_DSM_2581_uid52781,Bacteria,Proteobacteria,Gammaproteobacteria,Halomonas,Halomonas_elongata
halophilic_archaeon_DL31_uid72619,Archaea,-,-,halophilic,halophilic_archaeon
Halopiger_xanaduensis_SH_6_uid68105,Archaea,Euryarchaeota,Halobacteria,Halopiger,Halopiger_xanaduensis
Haloquadratum_walsbyi_DSM_16790_uid58673,Archaea,Euryarchaeota,Halobacteria,Haloquadratum,Haloquadratum_walsbyi
Halorhabdus_utahensis_DSM_12940_uid59189,Archaea,Euryarchaeota,Halobacteria,Halorhabdus,Halorhabdus_utahensis
Halorhodospira_halophila_SL1_uid58473,Bacteria,Proteobacteria,Gammaproteobacteria,Halorhodospira,Halorhodospira_halophila
Halorubrum_lacusprofundi_ATCC_49239_uid58807,Archaea,Euryarchaeota,Halobacteria,Halorubrum,Halorubrum_lacusprofundi
Haloterrigena_turkmenica_DSM_5511_uid43501,Archaea,Euryarchaeota,Halobacteria,Haloterrigena,Haloterrigena_turkmenica
Halothermothrix_orenii_H_168_uid58585,Bacteria,Firmicutes,Clostridia,Halothermothrix,Halothermothrix_orenii
Halothiobacillus_neapolitanus_c2_uid41317,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillus,Halothiobacillus_neapolitanus
Helicobacter_acinonychis_Sheeba_uid58685,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_acinonychis
Helicobacter_bizzozeronii_CIII_1_uid68141,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_bizzozeronii
Helicobacter_felis_ATCC_49179_uid61409,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_felis
Helicobacter_hepaticus_ATCC_51449_uid57737,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_hepaticus
Helicobacter_mustelae_12198_uid46647,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_mustelae
Helicobacter_pylori_26695_uid57787,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Helicobacter_pylori_B38_uid59415,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Helicobacter_pylori_B8_uid49873,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Helicobacter_pylori_G27_uid59305,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Helicobacter_pylori_HPAG1_uid58517,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Helicobacter_pylori_J99_uid57789,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Helicobacter_pylori_P12_uid59327,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Helicobacter_pylori_PeCan4_uid53539,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Helicobacter_pylori_Shi470_uid59165,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Helicobacter_pylori_SJM180_uid53541,Bacteria,Proteobacteria,Epsilonproteobacteria,Helicobacter,Helicobacter_pylori
Heliobacterium_modesticaldum_Ice1_uid58279,Bacteria,Firmicutes,Clostridia,Heliobacterium,Heliobacterium_modesticaldum
Herbaspirillum_seropedicae_SmR1_uid50427,Bacteria,Proteobacteria,Betaproteobacteria,Herbaspirillum,Herbaspirillum_seropedicae
Herminiimonas_arsenicoxydans_uid58291,Bacteria,Proteobacteria,Betaproteobacteria,Herminiimonas,Herminiimonas_arsenicoxydans
Herpetosiphon_aurantiacus_DSM_785_uid58599,Bacteria,Chloroflexi,Chloroflexi,Herpetosiphon,Herpetosiphon_aurantiacus
Hippea_maritima_DSM_10411_uid65267,Bacteria,Proteobacteria,Deltaproteobacteria,Hippea,Hippea_maritima
Hirschia_baltica_ATCC_49814_uid59365,Bacteria,Proteobacteria,Alphaproteobacteria,Hirschia,Hirschia_baltica
Hydrogenobacter_thermophilus_TK_6_uid45927,Bacteria,Aquificae,Aquificae,Hydrogenobacter,Hydrogenobacter_thermophilus
Hydrogenobaculum_Y04AAS1_uid58857,Bacteria,Aquificae,Aquificae,Hydrogenobaculum,Hydrogenobaculum_Y04AAS1
Hyperthermus_butylicus_DSM_5456_uid57755,Archaea,Crenarchaeota,Thermoprotei,Hyperthermus,Hyperthermus_butylicus
Hyphomicrobium_denitrificans_ATCC_51888_uid50325,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobium,Hyphomicrobium_denitrificans
Hyphomicrobium_MC1_uid68453,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobium,Hyphomicrobium_MC1
Hyphomonas_neptunium_ATCC_15444_uid58433,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomonas,Hyphomonas_neptunium
Idiomarina_loihiensis_L2TR_uid58087,Bacteria,Proteobacteria,Gammaproteobacteria,Idiomarina,Idiomarina_loihiensis
Ignicoccus_hospitalis_KIN4_I_uid58365,Archaea,Crenarchaeota,Thermoprotei,Ignicoccus,Ignicoccus_hospitalis
Ignisphaera_aggregans_DSM_17230_uid51875,Archaea,Crenarchaeota,Thermoprotei,Ignisphaera,Ignisphaera_aggregans
Ilyobacter_polytropus_DSM_2926_uid59769,Bacteria,Fusobacteria,Fusobacteriia,Ilyobacter,Ilyobacter_polytropus
Intrasporangium_calvum_DSM_43043_uid61729,Bacteria,Actinobacteria,Actinobacteria,Intrasporangium,Intrasporangium_calvum
Isoptericola_variabilis_225_uid67501,Bacteria,Actinobacteria,Actinobacteria,Isoptericola,Isoptericola_variabilis
Isosphaera_pallida_ATCC_43644_uid62207,Bacteria,Planctomycetes,Planctomycetia,Isosphaera,Isosphaera_pallida
Jannaschia_CCS1_uid58147,Bacteria,Proteobacteria,Alphaproteobacteria,Jannaschia,Jannaschia_CCS1
Janthinobacterium_Marseille_uid58603,Bacteria,Proteobacteria,Betaproteobacteria,Janthinobacterium,Janthinobacterium_Marseille
Jonesia_denitrificans_DSM_20603_uid59053,Bacteria,Actinobacteria,Actinobacteria,Jonesia,Jonesia_denitrificans
Kangiella_koreensis_DSM_16069_uid59209,Bacteria,Proteobacteria,Gammaproteobacteria,Kangiella,Kangiella_koreensis
Ketogulonicigenium_vulgare_Y25_uid59581,Bacteria,Proteobacteria,Alphaproteobacteria,Ketogulonicigenium,Ketogulonicigenium_vulgare
Kineococcus_radiotolerans_SRS30216_uid58067,Bacteria,Actinobacteria,Actinobacteria,Kineococcus,Kineococcus_radiotolerans
Kitasatospora_setae_KM_6054_uid77027,Bacteria,Actinobacteria,Actinobacteria,Kitasatospora,Kitasatospora_setae
Klebsiella_pneumoniae_342_uid59145,Bacteria,Proteobacteria,Gammaproteobacteria,Klebsiella,Klebsiella_pneumoniae
Klebsiella_pneumoniae_MGH_78578_uid57619,Bacteria,Proteobacteria,Gammaproteobacteria,Klebsiella,Klebsiella_pneumoniae
Klebsiella_pneumoniae_NTUH_K2044_uid59073,Bacteria,Proteobacteria,Gammaproteobacteria,Klebsiella,Klebsiella_pneumoniae
Klebsiella_variicola_At_22_uid42113,Bacteria,Proteobacteria,Gammaproteobacteria,Klebsiella,Klebsiella_variicola
Kocuria_rhizophila_DC2201_uid59099,Bacteria,Actinobacteria,Actinobacteria,Kocuria,Kocuria_rhizophila
Kosmotoga_olearia_TBF_19_5_1_uid59205,Bacteria,Thermotogae,Thermotogae,Kosmotoga,Kosmotoga_olearia
Kribbella_flavida_DSM_17836_uid43465,Bacteria,Actinobacteria,Actinobacteria,Kribbella,Kribbella_flavida
Krokinobacter_4H_3_7_5_uid66593,Bacteria,Bacteroidetes,Flavobacteriia,Krokinobacter,Krokinobacter_4H
Kyrpidia_tusciae_DSM_2912_uid48361,Bacteria,Firmicutes,Bacilli,Kyrpidia,Kyrpidia_tusciae
Kytococcus_sedentarius_DSM_20547_uid59071,Bacteria,Actinobacteria,Actinobacteria,Kytococcus,Kytococcus_sedentarius
Lacinutrix_5H_3_7_4_uid68067,Bacteria,Bacteroidetes,Flavobacteriia,Lacinutrix,Lacinutrix_5H
Lactobacillus_acidophilus_30SC_uid63605,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_acidophilus
Lactobacillus_acidophilus_NCFM_uid57685,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_acidophilus
Lactobacillus_amylovorus_GRL_1112_uid61179,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_amylovorus
Lactobacillus_brevis_ATCC_367_uid57989,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_brevis
Lactobacillus_buchneri_NRRL_B_30929_uid66205,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_buchneri
Lactobacillus_casei_ATCC_334_uid57985,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_casei
Lactobacillus_casei_BL23_uid59237,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_casei
Lactobacillus_casei_Zhang_uid50673,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_casei
Lactobacillus_crispatus_ST1_uid48359,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_crispatus
Lactobacillus_delbrueckii_bulgaricus_ATCC_11842_uid58647,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_delbrueckii
Lactobacillus_delbrueckii_bulgaricus_ATCC_BAA_365_uid57987,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_delbrueckii
Lactobacillus_delbrueckii_bulgaricus_ND02_uid60621,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_delbrueckii
Lactobacillus_fermentum_IFO_3956_uid58865,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_fermentum
Lactobacillus_gasseri_ATCC_33323_uid57687,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_gasseri
Lactobacillus_helveticus_DPC_4571_uid58761,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_helveticus
Lactobacillus_johnsonii_FI9785_uid41735,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_johnsonii
Lactobacillus_johnsonii_NCC_533_uid58029,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_johnsonii
Lactobacillus_kefiranofaciens_ZW3_uid67985,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_kefiranofaciens
Lactobacillus_plantarum_JDM1_uid59361,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_plantarum
Lactobacillus_plantarum_ST_III_uid53537,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_plantarum
Lactobacillus_plantarum_WCFS1_uid62911,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_plantarum
Lactobacillus_reuteri_DSM_20016_uid58471,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_reuteri
Lactobacillus_reuteri_JCM_1112_uid58875,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_reuteri
Lactobacillus_reuteri_SD2112_uid55357,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_reuteri
Lactobacillus_rhamnosus_GG_uid59313,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_rhamnosus
Lactobacillus_rhamnosus_Lc_705_uid59315,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_rhamnosus
Lactobacillus_ruminis_ATCC_27782_uid73417,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_ruminis
Lactobacillus_sakei_23K_uid58281,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_sakei
Lactobacillus_salivarius_UCC118_uid58233,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_salivarius
Lactobacillus_sanfranciscensis_TMW_1_1304_uid72937,Bacteria,Firmicutes,Bacilli,Lactobacillus,Lactobacillus_sanfranciscensis
Lactococcus_garvieae_ATCC_49156_uid73413,Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_garvieae
Lactococcus_lactis_cremoris_MG1363_uid58837,Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_lactis
Lactococcus_lactis_cremoris_SK11_uid57983,Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_lactis
Lactococcus_lactis_Il1403_uid57671,Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_lactis
Lactococcus_lactis_KF147_uid42831,Bacteria,Firmicutes,Bacilli,Lactococcus,Lactococcus_lactis
Laribacter_hongkongensis_HLHK9_uid59265,Bacteria,Proteobacteria,Betaproteobacteria,Laribacter,Laribacter_hongkongensis
Lawsonia_intracellularis_PHE_MN1_00_uid61575,Bacteria,Proteobacteria,Deltaproteobacteria,Lawsonia,Lawsonia_intracellularis
Leadbetterella_byssophila_DSM_17132_uid60161,Bacteria,Bacteroidetes,Cytophagia,Leadbetterella,Leadbetterella_byssophila
Legionella_longbeachae_NSW150_uid46099,Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_longbeachae
Legionella_pneumophila_2300_99_Alcoy_uid48801,Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila
Legionella_pneumophila_Corby_uid58733,Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila
Legionella_pneumophila_Lens_uid58209,Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila
Legionella_pneumophila_Paris_uid58211,Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila
Legionella_pneumophila_Philadelphia_1_uid57609,Bacteria,Proteobacteria,Gammaproteobacteria,Legionella,Legionella_pneumophila
Leifsonia_xyli_CTCB07_uid57759,Bacteria,Actinobacteria,Actinobacteria,Leifsonia,Leifsonia_xyli
Leptospira_biflexa_serovar_Patoc_1__Ames__uid58511,Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_biflexa
Leptospira_biflexa_serovar_Patoc_1__Paris__uid58993,Bacteria,Spirochaetes,Spirochaetia,Leptospira,Leptospira_biflexa
